created_at;text;tipster;is_tip
Sun Jun 09 16:13:05 +0000 2019;Smash ❤ if u thirsty for more;godofgambling;False
Sun Jun 09 16:12:54 +0000 2019;RT @Manoftoffeeyeah: Another cheers GOG! https://t.co/xJhQFLgK29;godofgambling;False
Sun Jun 09 16:12:48 +0000 2019;RT @naz93gul: @godofgambling Legend mate 👍🏼;godofgambling;False
Sun Jun 09 16:11:47 +0000 2019;BOOOOOOOOOOOOOOOOOOOOOOOOOOOOOMMMM 7 WINS IN A ROW 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/cbGpah3hIB;godofgambling;False
Sun Jun 09 16:11:28 +0000 2019;Simple as that team gg;godofgambling;False
Sun Jun 09 16:00:58 +0000 2019;Tick knock. Let's slam this. Unleash another VIP boom then off to Portugal game #plan;godofgambling;False
Sun Jun 09 16:00:15 +0000 2019;@naz93gul 1-1;godofgambling;False
Sun Jun 09 15:59:58 +0000 2019;1-1 https://t.co/USzVrd0cT0;godofgambling;False
Sun Jun 09 15:42:57 +0000 2019;Yeeessss first half ⚽️;godofgambling;False
Sun Jun 09 15:00:18 +0000 2019;"Single ✔

Finland 🇫🇮 Kakkonen Group A
4.30pm

VJS Vantaa vs MiPK
📍Over 2.5 Goals";godofgambling;True
Sun Jun 09 14:59:24 +0000 2019;FEAR ME BOOKIES;godofgambling;False
Sun Jun 09 14:58:48 +0000 2019;5/6 womens games over 2.5 now;godofgambling;False
Sun Jun 09 14:57:36 +0000 2019;"It's time 

75 ❤ for a 4.30pm surprise";godofgambling;False
Sun Jun 09 14:57:04 +0000 2019;Ready to bless this Sunday afternoon with an explosion of Profit;godofgambling;False
Sun Jun 09 14:56:50 +0000 2019;Are u ready?;godofgambling;False
Sun Jun 09 14:50:03 +0000 2019;WARNING 4.30PM TIP INCOMING ⏰⏰⏰⏰⏰⏰⏰⏰⏰⏰⏰⏰⏰;godofgambling;False
Sun Jun 09 13:30:42 +0000 2019;RT @WorIdOfFootball: @godofgambling All aboard 🍻🍻🍻;godofgambling;False
Sun Jun 09 13:29:05 +0000 2019;"Vip tip next today! Going for our 7th Winner in a row!

message me to join in! 👇https://t.co/mw4cZnumRI";godofgambling;False
Sun Jun 09 13:25:52 +0000 2019;RT @WhitcombeKyle: @godofgambling I'm on Jamaica double chance W or draw got 6 to 1 🤷🤷;godofgambling;False
Sun Jun 09 13:24:42 +0000 2019;RT @Manoftoffeeyeah: Nice little run i'm on this weekend. With some great assistance from @godofgambling https://t.co/KC4KUPfutB;godofgambling;False
Sun Jun 09 13:09:35 +0000 2019;Wanted to do England W. Just had feeling it might be draw. Mmm tough to call 3rd place play offs;godofgambling;False
Sun Jun 09 13:08:31 +0000 2019;6 Wins in a row! Trust, try my beautiful service for a month! 80% Win Ratio ✅ Secret corner system ✅ Daily Glory ✅… https://t.co/jmZRR1whJH;godofgambling;False
Sun Jun 09 13:07:10 +0000 2019;RT @andrevargasreal: @godofgambling 9 games in a row;godofgambling;False
Sun Jun 09 13:03:26 +0000 2019;Vips you enjoying 6 wins in a row? Ready for number 7?;godofgambling;False
Sun Jun 09 13:02:07 +0000 2019;Brazil Women have lost 8 games in a row 🤨;godofgambling;False
Sun Jun 09 13:00:28 +0000 2019;Smash ❤ if u thirsty for more Booms;godofgambling;False
Sun Jun 09 12:59:33 +0000 2019;This is class I'm really enjoying this World Cup. Brazil vs Jamica next! Predictions?;godofgambling;False
Sun Jun 09 12:58:24 +0000 2019;RT @Levva__: @godofgambling Thank you, next;godofgambling;False
Sun Jun 09 12:58:17 +0000 2019;"Last 6 vip tips...

✅✅✅✅✅✅

message me to join the Revolution! 👇https://t.co/mw4cZnumRI";godofgambling;False
Sun Jun 09 12:57:45 +0000 2019;Womens world cup loves a goal and corner. 4/5 games over 2.5;godofgambling;False
Sun Jun 09 12:57:25 +0000 2019;We. Are. On 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥;godofgambling;False
Sun Jun 09 12:56:31 +0000 2019;RT @Cein_ONeill96: @GodofGVip Left it late but got there in the end🙌🏼;godofgambling;False
Sun Jun 09 12:55:26 +0000 2019;"BOOOOOOOOOOOOOOOOOOOOOOOOOMMM 6th VIP Winner in a row 🔥🔥🔥 mad to miss out we winning ever bet!!

message me to join… https://t.co/hdtrp9kyYz";godofgambling;False
Sun Jun 09 12:53:35 +0000 2019;96th MINUTE CORNER;godofgambling;False
Sun Jun 09 12:53:28 +0000 2019;Skcllap plqpcllqlcllqlclqppclapqpp p;godofgambling;False
Sun Jun 09 12:53:09 +0000 2019;@IanPendlebury1 @1989wilson True but usually no live betting (inplay) = settlement at FT;godofgambling;False
Sun Jun 09 12:50:15 +0000 2019;Yes defo https://t.co/huBu3dxwun;godofgambling;False
Sun Jun 09 12:48:50 +0000 2019;BOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOMMMM NO 2ND HALF NEEDED ❤❤❤❤❤❤❤❤❤ https://t.co/29Mh8f1zSY;godofgambling;False
Sun Jun 09 12:09:18 +0000 2019;0-1 9 mins played ✅;godofgambling;False
Sun Jun 09 11:36:40 +0000 2019;@WhiteSun_Spurs Wait 10 mins into game and go inplay if u need higher odds ✅;godofgambling;False
Sun Jun 09 11:34:27 +0000 2019;Vfl Halle rarely play in under games ✅ https://t.co/22WbAxFtsJ;godofgambling;False
Sun Jun 09 11:31:09 +0000 2019;@DonHutabalian Both teams to score;godofgambling;False
Sun Jun 09 11:30:33 +0000 2019;Pointless waiting 7 hours to post the evening tip. 1.80 will just go down not up.;godofgambling;False
Sun Jun 09 11:29:58 +0000 2019;"Single ✅

Nations League Final

7.45pm 

Holland vs Portugal 

Btts - yes";godofgambling;True
Sun Jun 09 11:29:25 +0000 2019;"Single ✔

Germany 🇩🇪 Oberliga NOFV Sud
1pm

SV Blau-Weiss Zorbau vs VfL Halle 96
📍Over 2.5 Goals";godofgambling;True
Sun Jun 09 11:12:01 +0000 2019;"It's time

75 ❤ for a 1pm surprise";godofgambling;False
Sun Jun 09 10:53:34 +0000 2019;Womens World Cup https://t.co/xwIpHXnCsB;godofgambling;False
Sun Jun 09 10:52:40 +0000 2019;12pm I mean actually;godofgambling;False
Sun Jun 09 10:15:15 +0000 2019;"WARNING 1PM TIP INCOMING ⏰⏰⏰⏰⏰⏰⏰⏰⏰⏰⏰⏰⏰⏰

message me to join in! 👇https://t.co/mw4cZnumRI";godofgambling;False
Sun Jun 09 09:19:58 +0000 2019;Hold me back. I feel a 10+ streak in my bones;godofgambling;False
Sun Jun 09 09:19:45 +0000 2019;Vips. Ready for our 6th Winner in a row?!?!?!?!?!?!?;godofgambling;False
Sun Jun 09 09:08:38 +0000 2019;RT @DIBDABDAN: @godofgambling Yes please;godofgambling;False
Sun Jun 09 09:08:10 +0000 2019;@thejones84 Tempted by England W. But yeah I think yours is more likely;godofgambling;False
Sun Jun 09 09:05:13 +0000 2019;"Last 5 vip tips...

✅✅✅✅✅

message me to join the team! 👇https://t.co/mw4cZnumRI";godofgambling;False
Sun Jun 09 09:04:12 +0000 2019;Tough one to bet on that 3rd place play-off.;godofgambling;False
Sun Jun 09 08:58:50 +0000 2019;Holland vs Portugal. I mean Holland vs Ronaldo will be btts tonight. That's a nice 1.80 boom. We have a whole day of games before 7.45pm tho;godofgambling;False
Sun Jun 09 08:57:16 +0000 2019;Was tipping while asleep this morning on VIP. Result ✅✅✅✅✅ I should sleep tweet more often;godofgambling;False
Sun Jun 09 08:56:28 +0000 2019;"Vips up to 5 Wins in a row now. Trust, Try us for a month we will win you money 🍻

message me to join! 👇https://t.co/mw4cZnumRI";godofgambling;False
Sun Jun 09 08:46:51 +0000 2019;3/4 Womens games have been over 2.5 goals. I smell a trend;godofgambling;False
Sun Jun 09 08:46:33 +0000 2019;Good morning! Time to smash Sunday !!!;godofgambling;False
Sat Jun 08 14:12:11 +0000 2019;Goal before 70 it's on. Womens games regularly have little goal flurries in my experience. If its 0-0 at 70 😥;godofgambling;False
Sat Jun 08 14:10:53 +0000 2019;"BOOOOOOOOOOOOOOOOOOOOOOOOOMMM VIP Strikes again! Secret corner system ✅ 

message me to join in! 👇https://t.co/mw4cZnumRI";godofgambling;False
Sat Jun 08 13:46:00 +0000 2019;RT @Billy_Cockram: How have China not scored 😱 https://t.co/BdQRDswsf6;godofgambling;False
Sat Jun 08 13:44:57 +0000 2019;German W need to step it up. I still have faith;godofgambling;False
Sat Jun 08 13:44:39 +0000 2019;Yesssss VIPs should be corner boom collection soon defo;godofgambling;False
Sat Jun 08 13:43:49 +0000 2019;@stocky047 BELIEVE;godofgambling;False
Sat Jun 08 13:36:41 +0000 2019;FIRST HALF GOAL PLEASE;godofgambling;False
Sat Jun 08 12:33:38 +0000 2019;@Mark_Hatten Agreed;godofgambling;False
Sat Jun 08 12:29:58 +0000 2019;"Single 2pm ✅

Womens World Cup 

Germany W vs China W

Over 2.5 goals";godofgambling;True
Sat Jun 08 12:29:21 +0000 2019;RT @JStocks95: @godofgambling Betters unite #WorldCup #WomensWorldCup #WWC https://t.co/Fm6pPY6OYH;godofgambling;False
Sat Jun 08 12:28:39 +0000 2019;China W have a goal in them too;godofgambling;False
Sat Jun 08 12:27:18 +0000 2019;RT @MikeMsprayberry: @godofgambling Booooooom;godofgambling;False
Sat Jun 08 12:26:17 +0000 2019;"It's time

75 ❤ for a 2pm surprise";godofgambling;False
Sat Jun 08 12:26:06 +0000 2019;Id certainly bet on the men's world cup everyday. Be sexist to not gamble on womens world Cup everyday. Our enemies… https://t.co/Y4Art4cSsI;godofgambling;False
